"chromosome","gene_name","start","end"
"4","RN7SKP82",42892396,42892618
"4","RN7SKP96",86336318,86336614
"4","RN7SL101P",28711198,28711476
"4","RN7SL127P",78898855,78899154
"4","RN7SL152P",140577925,140578222
"4","RN7SL16P",24563193,24563461
"4","RN7SL184P",113419840,113420136
"4","RN7SL193P",43863274,43863549
"4","RN7SL205P",131720260,131720543
"4","RN7SL218P",74011578,74011876
"4","RN7SL253P",173141643,173141938
"4","RN7SL254P",147808926,147809209
"4","RN7SL275P",110117736,110118070
"4","RN7SL28P",184278936,184279233
"4","RN7SL311P",139185441,139185746
"4","RN7SL335P",122087508,122087811
"4","RN7SL357P",56805834,56806131
"4","RN7SL382P",139100377,139100658
"4","RN7SL419P",153381729,153382015
"4","RN7SL424P",55063738,55064026
"4","RN7SL446P",152264150,152264445
"4","RN7SL492P",56794348,56794642
"4","RN7SL552P",84687725,84688000
"4","RN7SL558P",39761000,39761298
"4","RN7SL55P",109450772,109451068
"4","RN7SL589P",2316197,2316506
"4","RN7SL681P",87386883,87387174
"4","RN7SL691P",43598544,43598844
"4","RN7SL728P",102348392,102348691
"4","RN7SL776P",167400495,167400762
"4","RN7SL808P",114799331,114799629
"4","RN7SL822P",55215624,55215919
"4","RN7SL89P",105293664,105293946
"4","RNA5SP152",8393015,8393124
"4","RNA5SP153",9411178,9411253
"4","RNA5SP154",9792751,9792861
"4","RNA5SP155",10115756,10115884
"4","RNA5SP156",11414051,11414160
"4","RNA5SP157",19181814,19181856
"4","RNA5SP158",38758791,38758892
"4","RNA5SP159",39936753,39936855
"4","RNA5SP160",40990154,40990273
"4","RNA5SP161",56097390,56097504
"4","RNA5SP163",71759518,71759616
"4","RNA5SP164",93820171,93820280
"4","RNA5SP165",147745303,147745417
"4","RNA5SP166",148557947,148558048
"4","RNA5SP167",149907560,149907675
"4","RNA5SP168",150970671,150970782
"4","RNA5SP169",151971497,151971613
"4","RNA5SP170",166053187,166053287
"4","RNA5SP171",166918364,166918478
"4","RNA5SP172",177457111,177457228
"4","RNA5SP173",178406695,178406830
"4","RNA5SP174",190015138,190015255
"4","RNA5SP175",190017696,190017814
"4","RNA5SP527",67439992,67440118
"4","RNF14P2",110264865,110265017
"4","RNF150",140859807,141212877
"4","RNF175",153710160,153760024
"4","RNF212",1056250,1113564
"4","RNF4",2462220,2515857
"4","RNPS1P1",11371975,11372892
"4","RNU1-138P",113420323,113420486
"4","RNU1-36P",88000237,88000401
"4","RNU1-44P",146580048,146580210
"4","RNU1-45P",178116721,178116861
"4","RNU1-49P",41771945,41772103
"4","RNU1-51P",189709539,189709714
"4","RNU1-63P",67429591,67429754
"4","RNU1-89P",135995929,135996092
"4","RNU2-16P",75829454,75829589
"4","RNU2-34P",182548659,182548779
"4","RNU2-40P",65807240,65807435
"4","RNU2-44P",154790291,154790484
"4","RNU2-66P",154787118,154787278
"4","RNU4-33P",119367562,119367646
"4","RNU4-64P",186026456,186026586
"4","RNU4-79P",158395394,158395534
"4","RNU4-87P",165252580,165252661
"4","RNU4ATAC9P",72965178,72965303
"4","RNU5A-2P",81334303,81334418
"4","RNU5E-3P",48574453,48574520
"4","RNU6-1000P",76356610,76356715
"4","RNU6-1053P",183705931,183706031
"4","RNU6-1054P",118606450,118606553
"4","RNU6-1055P",186501109,186501215
"4","RNU6-1059P",95868667,95868764
"4","RNU6-1074P",139256657,139256760
"4","RNU6-1096P",173446603,173446704
"4","RNU6-1112P",40077884,40077982
"4","RNU6-112P",88275205,88275308
"4","RNU6-1187P",77150328,77150437
"4","RNU6-1195P",41113942,41114045
"4","RNU6-1196P",153265662,153265755
"4","RNU6-119P",116839279,116839385
"4","RNU6-1214P",139318378,139318486
"4","RNU6-1217P",119434005,119434108
"4","RNU6-1230P",149934376,149934483
"4","RNU6-1252P",52494849,52494952
"4","RNU6-1282P",151300518,151300613
"4","RNU6-1285P",154543933,154544037
"4","RNU6-128P",158794590,158794696
"4","RNU6-1298P",88226729,88226829
"4","RNU6-1325P",59834063,59834167
"4","RNU6-1336P",168686608,168686716
"4","RNU6-145P",76532222,76532327
"4","RNU6-158P",48932755,48932854
"4","RNU6-173P",188121531,188121634
"4","RNU6-191P",64397694,64397787
"4","RNU6-197P",56288485,56288584
"4","RNU6-204P",3044101,3044207
"4","RNU6-205P",110278185,110278291
"4","RNU6-224P",131273242,131273348
"4","RNU6-276P",55798636,55798731
"4","RNU6-284P",164620732,164620837
"4","RNU6-289P",111331412,111331518
"4","RNU6-310P",53265461,53265567
"4","RNU6-32P",39297605,39297711
"4","RNU6-335P",183675603,183675715
"4","RNU6-33P",88684848,88684954
"4","RNU6-34P",96152297,96152403
"4","RNU6-351P",104974672,104974771
"4","RNU6-35P",109992325,109992431
"4","RNU6-410P",55031965,55032071
"4","RNU6-412P",46531237,46531342
"4","RNU6-420P",22118983,22119089
"4","RNU6-431P",108652150,108652256
"4","RNU6-462P",101723876,101723980
"4","RNU6-469P",84886386,84886486
"4","RNU6-479P",183653572,183653676
"4","RNU6-499P",82174547,82174653
"4","RNU6-506P",139231026,139231119
"4","RNU6-520P",70701755,70701858
"4","RNU6-531P",139055475,139055578
"4","RNU6-550P",120810469,120810569
"4","RNU6-551P",107435118,107435220
"4","RNU6-553P",105406997,105407092
"4","RNU6-573P",35495898,35496003
"4","RNU6-578P",12312588,12312690
"4","RNU6-582P",157201562,157201668
"4","RNU6-583P",127891991,127892082
"4","RNU6-615P",83003412,83003517
"4","RNU6-635P",103924540,103924641
"4","RNU6-652P",55885595,55885701
"4","RNU6-668P",164787290,164787396
"4","RNU6-699P",66897262,66897371
"4","RNU6-733P",107867807,107867910
"4","RNU6-746P",55294490,55294598
"4","RNU6-774P",84233657,84233763
"4","RNU6-784P",70703018,70703123
"4","RNU6-818P",88201703,88201810
"4","RNU6-836P",41084607,41084713
"4","RNU6-838P",48106081,48106188
"4","RNU6-853P",168885355,168885461
"4","RNU6-887P",39399149,39399248
"4","RNU6-891P",70852130,70852240
"4","RNU6-907P",89130852,89130953
"4","RNU6-931P",45480030,45480136
"4","RNU6-948P",121192797,121192903
"4","RNU6-95P",68003895,68004001
"4","RNU6-998P",57002692,57002792
"4","RNU6ATAC13P",170891467,170891597
"4","RNU6ATAC31P",88206427,88206552
"4","RNU6ATAC5P",73026748,73026873
"4","RNU7-11P",39621012,39621073
"4","RNU7-126P",25598564,25598625
"4","RNU7-149P",98966815,98966873
"4","RNU7-151P",102837047,102837099
"4","RNU7-192P",188716665,188716725
"4","RNU7-194P",150209706,150209768
"4","RNU7-197P",148991572,148991633
"4","RNU7-74P",40377452,40377513
"4","RNY1P14",140700835,140700942
"4","RNY4P17",169005249,169005344
"4","RPF2P2",115628812,115629707
"4","RPL12P20",41389115,41389593
"4","RPL14P3",140366240,140366861
"4","RPL15P7",47706372,47706987
"4","RPL15P8",128069014,128069612
"4","RPL17P19",61211652,61212203
"4","RPL17P20",56710060,56710614
"4","RPL21P44",53986587,53987058
"4","RPL21P45",37821361,37821838
"4","RPL21P46",19813749,19814231
"4","RPL21P47",62248294,62248770
"4","RPL21P48",98409290,98409763
"4","RPL21P49",102662611,102663073
"4","RPL21P50",123745750,123746226
"4","RPL21P51",165012366,165012845
"4","RPL21P52",47490967,47491471
"4","RPL21P53",127812720,127813200
"4","RPL22P13",54221126,54221472
"4","RPL23AP84",190195727,190196190
"4","RPL23AP94",112530371,112530672
"4","RPL30P5",83502699,83503034
"4","RPL30P6",95644952,95645293
"4","RPL31P24",88163579,88163967
"4","RPL31P25",21656511,21656869
"4","RPL31P26",147425974,147426351
"4","RPL31P31",33968174,33968526
"4","RPL32P12",13647697,13648400
"4","RPL32P13",112738672,112739106
"4","RPL34",108620569,108630412
"4","RPL34-DT",108538190,108620475
"4","RPL35AP11",94369833,94370163
"4","RPL35AP12",163382179,163382516
"4","RPL36AP18",76401251,76401569
"4","RPL36AP19",112171215,112171527
"4","RPL36AP23",111551854,111552173
"4","RPL36P8",76036750,76037064
"4","RPL38P3",54976159,54976371
"4","RPL3P13",84544304,84544519
"4","RPL5P11",173419245,173420137
"4","RPL5P12",98025390,98026240
"4","RPL5P13",142286917,142287625
"4","RPL6P10",65573459,65574328
"4","RPL6P11",157968412,157969615
"4","RPL6P12",169166272,169167117
"4","RPL6P13",86870191,86871404
"4","RPL6P14",104886118,104886955
"4","RPL6P16",184254509,184255330
"4","RPL7AP26",82490823,82491635
"4","RPL7AP27",188349376,188350024
"4","RPL7AP28",131857343,131857913
"4","RPL7AP29",3323977,3324762
"4","RPL7AP30",112788083,112788878
"4","RPL7AP31",56356135,56356932
"4","RPL7L1P13",110399773,110400511
"4","RPL7P17",77082403,77083126
"4","RPL9",39452587,39458931
"4","RPL9P16",168755816,168756382
"4","RPPH1-3P",156986372,156986693
"4","RPS14P7",160818422,160818869
"4","RPS15AP17",62105660,62106049
"4","RPS21P4",16256308,16256555
"4","RPS23P2",137448087,137448501
"4","RPS23P3",66431092,66431521
"4","RPS23P4",145269810,145270558
"4","RPS26P24",57352999,57353329
"4","RPS27P13",22594196,22594450
"4","RPS29P11",25678850,25679020
"4","RPS3A",151099624,151104642
"4","RPS3AP16",4076711,4077491
"4","RPS3AP17",29962644,29963758
"4","RPS3AP18",152551277,152552364
"4","RPS3AP19",9563171,9563950
"4","RPS7P15",4507078,4507777
"4","RPS7P6",17427696,17428274
"4","RPS7P7",42471810,42472380
"4","RPSAP34",108407843,108408578
"4","RPSAP35",117413462,117414279
"4","RPSAP36",143424753,143426013
"4","RPSAP39",80161129,80162011
"4","RPSAP70",186157896,186158843
"4","RRH",109827972,109849123
"4","RTEL1P1",112356135,112370959
"4","RTN3P1",145375543,145376253
"4","RUFY3",70704204,70808619
"4","RWDD4",183639635,183659203
"4","RXFP1",158315311,158653372
"4","S100P",6693878,6697170
"4","SAP30",173369969,173377532
"4","SAP30-DT",173349543,173370721
"4","SAR1AP3",120342056,120342647
"4","SCARB2",76158737,76234536
"4","SCARNA22",1974636,1974760
"4","SCD5",82629539,82798796
"4","SCFD2",52872982,53366066
"4","SCGB1D5P",165517255,165517501
"4","SCLT1",128864921,129093600
"4","SCOC",140257286,140385728
"4","SCOC-AS1",140283724,140373409
"4","SCRG1",173384701,173406380
"4","SDAD1",75940950,75990962
"4","SDAD1-AS1",75980790,76005942
"4","SEC24B",109433772,109540896
"4","SEC24B-AS1",109347475,109433817
"4","SEC24D",118722823,118838683
"4","SEC31A",82818509,82901166
"4","SEC63P2",35487812,35489750
"4","SEL1L3",25747433,25863760
"4","SEPSECS",25120014,25160550
"4","SEPSECS-AS1",25160641,25201440
"4","SEPTIN11",76949751,77040384
"4","SEPTIN14P4",118640673,118640858
"4","SEPTIN7P14",119457968,119461864
"4","SERBP1P5",78180866,78182046
"4","SERF1AP1",137301001,137301187
"4","SETD7",139495941,139606699
"4","SETP12",120895494,120897083
"4","SETP20",109553243,109554094
"4","SFRP2",153780591,153789083
"4","SGCB",52020706,52038299
"4","SGMS2",107824563,107915047
"4","SH3BP2",2793071,2841098
"4","SH3D19",151102751,151325605
"4","SH3RF1",169094259,169270956
"4","SH3TC1",8182072,8241803
"4","SHISA3",42397488,42402487
"4","SHROOM3",76435229,76783253
"4","SHROOM3-AS1",76708853,76802426
"4","SLAIN2",48341529,48426201
"4","SLBP",1692731,1712344
"4","SLC10A4",48483343,48489526
"4","SLC10A6",86823468,86849384
"4","SLC10A7",146253975,146522372
"4","SLC25A14P1",83477524,83478424
"4","SLC25A31",127730400,127774292
"4","SLC25A4",185143266,185150382
"4","SLC25A5P6",186328716,186329601
"4","SLC26A1",979073,993440
"4","SLC2A9",9771153,10054936
"4","SLC2A9-AS1",10006482,10009725
"4","SLC30A9",41990502,42090461
"4","SLC34A2",25648011,25678748
"4","SLC39A8",102251080,102431258
"4","SLC49A3",681829,689271
"4","SLC4A4",71062667,71572087
"4","SLC7A11",138164097,138242349
"4","SLC7A11-AS1",138057464,138178177
"4","SLC9B1",102885048,103019719
"4","SLC9B2",103019868,103085829
"4","SLED1",184798296,184799046
"4","SLIRPP2",25686202,25686458
"4","SLIT2",20251905,20620561
"4","SLIT2-IT1",20392154,20394856
"4","SMAD1",145481194,145559176
"4","SMAD1-AS1",145514615,145517118
"4","SMAD1-AS2",145497073,145502971
"4","SMARCA5",143513702,143557486
"4","SMARCA5-AS1",143513472,143514635
"4","SMARCAD1",94207611,94291292
"4","SMARCAD1-DT",94117792,94207556
"4","SMIM14",39546336,39638902
"4","SMIM14-DT",39638911,39666879
"4","SMIM20",25861830,25929813
"4","SMIM31",164754064,164803795
"4","SMIM43",121758881,121765427
"4","SMR3A",70360760,70367158
"4","SMR3B",70370093,70390244
"4","SNCA",89700345,89838315
"4","SNCA-AS1",89836408,89841978
"4","SNHG27",131727587,131791492
"4","SNHG8",118278703,118285316
"4","SNORA24",118279190,118279320
"4","SNORA26",52713249,52713370
"4","SNORA62",67747236,67747386
"4","SNORA63",14690710,14690832
"4","SNORA70",131768140,131768249
"4","SNORA75",79843102,79843228
"4","SNORA75B",17320746,17320882
"4","SNORD39",158909373,158909450
"4","SNORD42",82402638,82402706
"4","SNORD73A",151103827,151103891
"4","SNORD73B",151102057,151102128
"4","SNORD79",184431966,184432049
"4","SNRPCP13",9583942,9584131
"4","SNRPCP16",9051842,9052051
"4","SNX18P23",49233289,49233965
"4","SNX18P24",49561479,49562149
"4","SNX18P25",49588772,49589529
"4","SNX25",185204237,185370185
"4","SNX5P1",76344550,76345590
"4","SOD3",24789912,24800842
"4","SORBS2",185585444,185956652
"4","SORBS2-AS1",185587909,185594003
"4","SORCS2",7192538,7742836
"4","SOWAHB",76894152,76898144
"4","SPARCL1",87473335,87531061
"4","SPATA18",52051304,52097299
"4","SPATA4",176184579,176195585
"4","SPATA5",122923070,123319433
"4","SPCS3",176319966,176332245
"4","SPCS3-AS1",176308268,176320458
"4","SPINK2",56809860,56821742
"4","SPOCK3",166733384,167234796
"4","SPON2",1166932,1208962
"4","SPP1",87975667,87983532
"4","SPRY1",123396795,123403760
"4","SRD5A3",55346213,55373100
"4","SRD5A3-AS1",55363971,55395847
"4","SRIP1",58103147,58103434
"4","SRP72",56467617,56503681
"4","ST3GAL1P1",67716375,67717388
"4","STAP1",67558727,67607337
"4","STATH",69995966,70002570
"4","STBD1",76306733,76311130
"4","STIM2",26857601,27025381
"4","STIM2-AS1",26859806,26860650
"4","STK32B",5051480,5500994
"4","STMN1P2",137425426,137425864
"4","STOX2",183797692,184023526
"4","STPG2",97184093,98143476
"4","STPG2-AS1",97366681,97491899
"4","STX18",4415742,4542346
"4","STX18-AS1",4542131,4787359
"4","STX18-IT1",4476121,4481700
"4","SULT1B1",69721167,69787961
"4","SULT1D1P",69791872,69813888
"4","SULT1E1",69841212,69860145
"4","SYNPO2",118850688,119061247
"4","SYT14P1",68061822,68063269
"4","TACC3",1712858,1745171
"4","TACR3",103586031,103719985
"4","TACR3-AS1",103548745,103624534
"4","TADA2B",7041899,7057952
"4","TAPT1",16160505,16227410
"4","TAPT1-AS1",16226685,16320140
"4","TARS2P1",135565117,135567157
"4","TBC1D1",37891084,38139175
"4","TBC1D14",6909242,7033118
"4","TBC1D19",26576437,26756223
"4","TBC1D9",140620782,140756385
"4","TBCAP3",98909537,98909848
"4","TBCK",106041599,106316683
"4","TDO2",155854738,155920406
"4","TEC",48135783,48269838
"4","TECRL",64275257,64409468
"4","TECRP1",86949669,86950113
"4","TECRP2",124462863,124463790
"4","TEMN3-AS1",181820019,181829973
"4","TENM3",182143987,182803024
"4","TENM3-AS1",181874438,182145249
"4","TERF1P3",136355110,136356336
"4","TET2",105145875,105279816
"4","TET2-AS1",105171354,105178063
"4","THAP12P9",45323253,45326028
"4","THAP6",75513946,75550473
"4","THAP9",82900684,82919969
"4","THAP9-AS1",82893009,82900960
"4","THEGL",56530606,56603507
"4","TIFA",112272968,112285955
"4","TIGD2",89111533,89114901
"4","TIGD4",152769354,152779730
"4","TKTL2",163471095,163473754
"4","TLL1",165873237,166104457
"4","TLR1",38790677,38856817
"4","TLR10",38772238,38782990
"4","TLR2",153684070,153706260
"4","TLR3",186068911,186088073
"4","TLR6",38822897,38856817
"4","TMA16",163494442,163520539
"4","TMED11P",1115197,1153726
"4","TMEM128",4235542,4248223
"4","TMEM129",1715952,1721358
"4","TMEM131L",153466346,153636711
"4","TMEM144",158201604,158255416
"4","TMEM150C",82483170,82562357
"4","TMEM154",152618628,152680012
"4","TMEM156",38966744,39032922
"4","TMEM165",55395957,55453397
"4","TMEM175",932387,958656
"4","TMEM184C",147617386,147672044
"4","TMEM184C-DT",147609552,147617245
"4","TMEM192",165070608,165208549
"4","TMEM248P1",125723267,125724217
"4","TMEM271",573880,576295
"4","TMEM33",41935129,41960803
"4","TMPRSS11A",67909395,67964140
"4","TMPRSS11B",68226653,68245694
"4","TMPRSS11BNL",68184081,68217913
"4","TMPRSS11CP",67766480,67773854
"4","TMPRSS11D",67820876,67884002
"4","TMPRSS11E",68447463,68497604
"4","TMPRSS11F",68053198,68129869
"4","TMPRSS11GP",67991684,68015768
"4","TMSB4XP8",90838903,90839037
"4","TNIP2",2741648,2756342
"4","TNIP3",121131408,121227466
"4","TNRC18P1",140641840,140645489
"4","TOMM22P4",162521682,162522041
"4","TOX4P1",112455924,112457785
"4","TPI1P4",49016682,49017154
"4","TRAM1L1",117083554,117085576
"4","TRAPPC11",183659267,183713594
"4","TRIM2",153152163,153339319
"4","TRIM60",165016458,165041749
"4","TRIM60P14",164915565,164916983
"4","TRIM61",164954446,164977668
"4","TRIM75",165053866,165060554
"4","TRIML1",188139441,188147743
"4","TRIML2",188091272,188109603
"4","TRMT10A",99546709,99564039
"4","TRMT112P1",116378919,116379269
"4","TRMT44",8436140,8493531
"4","TRPC3",121874481,121952060
"4","TRPC6P7",184910889,184911352
"4","TSEN2P1",175494614,175496000
"4","TSPAN5",98470367,98658611
"4","TSPAN5-DT",98658894,98664550
"4","TTC29",146706617,146945882
"4","TTC39CP1",116193997,116194751
"4","TUBAP10",124435750,124437120
"4","TUBB4BP5",121451541,121451967
"4","TUBB7P",189982523,189984871
"4","TUBB8P3",112077598,112078400
"4","TXK",48066393,48134250
"4","TXNP6",76958860,76959169
"4","U2",25250545,25250639
"4","U3",158700691,158700909
"4","U6",13051342,135315522
"4","UBA6",67612652,67701155
"4","UBA6-DT",67701209,68080952
"4","UBE2CP3",57072683,57073132
"4","UBE2D3",102794383,102868896
"4","UBE2D3-AS1",102827611,102844099
"4","UBE2K",39698109,39782792
"4","UCHL1",41256413,41268455
"4","UCHL1-DT",41220074,41256727
"4","UCP1",140559431,140568961
"4","UFSP2",185399537,185425979
"4","UGDH",39498755,39528311
"4","UGDH-AS1",39527720,39594707
"4","UGT2A1",69588417,69653249
"4","UGT2A2",69588417,69639642
"4","UGT2A3",68928463,68951804
"4","UGT2A3P7",69517667,69518400
"4","UGT2B10",68815994,68832023
"4","UGT2B11",69199951,69214748
"4","UGT2B15",68646597,68670652
"4","UGT2B17",68537173,68576413
"4","UGT2B24P",69408828,69423164
"4","UGT2B25P",69389492,69402081
"4","UGT2B26P",69027831,69044578
"4","UGT2B27P",69004862,69020414
"4","UGT2B28",69280475,69295050
"4","UGT2B29P",68509441,68517647
"4","UGT2B4",69480165,69526014
"4","UGT2B7",69051363,69112987
"4","UGT8",114598770,114678225
"4","UMLILO",73710302,73714527
"4","UNC5C",95162504,95549206
"4","UNC5C-AS1",95549129,95552457
"4","UNC93B4",4143458,4150421
"4","UNC93B7",9493736,9498066
"4","UNC93B8",8959628,8963981
"4","USO1",75724577,75814286
"4","USP17L10",9210657,9212249
"4","USP17L11",9215405,9216997
"4","USP17L12",9220152,9221744
"4","USP17L13",9224896,9226488
"4","USP17L14P",9229641,9231233
"4","USP17L15",9234385,9236046
"4","USP17L16P",9239130,9240722
"4","USP17L17",9243879,9245471
"4","USP17L18",9248630,9250222
"4","USP17L19",9253378,9254970
"4","USP17L20",9258124,9259716
"4","USP17L21",9262872,9264464
"4","USP17L22",9267619,9269211
"4","USP17L23",9272364,9272914
"4","USP17L24",9325165,9326757
"4","USP17L25",9329911,9331503
"4","USP17L26",9334658,9336250
"4","USP17L27",9344148,9345740
"4","USP17L28",9348893,9350485
"4","USP17L29",9353638,9355230
"4","USP17L30",9363129,9364721
"4","USP17L5",9339403,9340995
"4","USP17L6P",9367874,9369070
"4","USP17L9P",9358383,9359975
"4","USP38",143184917,143223874
"4","USP38-DT",142933195,143184861
"4","USP46",52590960,52659301
"4","USP46-DT",52659406,52661668
"4","USP53",119212587,119295518
"4","UTP3",70688532,70690551
"4","UVSSA",1345691,1395989
"4","VAMP9P",82284971,82340013
"4","VEGFC",176683538,176792922
"4","VPS51P13",4117925,4118284
"4","VPS51P18",9521910,9522276
"4","VPS51P7",8990455,8990806
"4","VTI1BP2",183483490,183484185
"4","WDFY3",84668765,84966690
"4","WDFY3-AS1",84796614,84810403
"4","WDFY3-AS2",84965534,85011277
"4","WDR1",10068089,10116972
"4","WDR17",176065841,176182818
"4","WDR19",39182504,39285810
"4","WDR45P1",153658572,153659653
"4","WEE1P1",105959,107114
"4","WFS1",6269849,6303265
"4","WWC2",183099257,183320777
"4","WWC2-AS1",183233628,183240634
"4","WWC2-AS2",183097017,183099199
"4","YIPF7",44622088,44678556
"4","YTHDC1",68310387,68350090
"4","YWHAEP4",155381042,155381239
"4","YWHAQP4",163932526,163933182
"4","Y_RNA",1683420,185709967
"4","ZACNP1",108415220,108416639
"4","ZAR1",48490252,48494389
"4","ZBED1P1",110291644,110293573
"4","ZBTB12BP",39770081,39771371
"4","ZBTB49",4290251,4321786
"4","ZBTB8OSP1",150720981,150721478
"4","ZCCHC4",25312774,25370383
"4","ZEB2P1",16360686,16397323
"4","ZFP42",187995771,188005046
"4","ZFYVE28",2269582,2418651
"4","ZGRF1",112539333,112636995
"4","ZNF141",337814,384868
"4","ZNF330",141220887,141234697
"4","ZNF518B",10439880,10457426
"4","ZNF519P4",393534,393658
"4","ZNF595",53286,88208
"4","ZNF718",124501,202303
"4","ZNF721",425815,499156
"4","ZNF732",270675,305474
"4","ZNF827",145757627,145938823
"4","ZNF876P",212610,255985
"4","ZNF969P",110415898,110418504
"4","ZSWIM5P3",129135926,129139740
"5","AACSP1",178764861,178818435
"5","ABLIM3",149141483,149260542
"5","ACOT12",81329996,81394179
"5","ACSL6",131949973,132012243
"5","ACSL6-AS1",132003592,132007022
"5","ACTBL2",57480018,57482811
"5","ACTBP2",77784881,77786003
"5","ACTBP4",131659046,131660115
"5","ADAM19",157395534,157575775
"5","ADAMTS12",33523535,33892019
"5","ADAMTS16",5140330,5320304
"5","ADAMTS16-DT",5132084,5140153
"5","ADAMTS19",129460281,129738683
"5","ADAMTS19-AS1",129424782,129461076
"5","ADAMTS2",179110853,179345461
"5","ADAMTS6",65148738,65481920
"5","ADCY2",7396138,7830081
"5","ADGRV1",90529344,91164437
"5","ADH5P5",23980587,23980938
"5","ADRA1B",159865080,159973012
"5","ADRB2",148826611,148828623
"5","AFAP1L1",149271859,149343637
"5","AFF4",132875395,132963634
"5","AFF4-DT",132963770,132964164
"5","AGGF1",77029251,77065234
"5","AGXT2",34998101,35048135
"5","AHRR",321714,438291
"5","AIG1P1",39022411,39022558
"5","AK3P4",115402380,115402962
"5","AK4P2",55551885,55552554
"5","AK6",69350984,69370013
"5","AKTIPP2",24170370,24171246
"5","ALDH7A1",126531200,126595362
"5","ALDH7A1P1",77290268,77291800
"5","ALG3P1",5375723,5376836
"5","AMACR",33986165,34008104
"5","AMD1P3",43586918,43588223
"5","ANKDD1B",75611182,75681773
"5","ANKH",14704800,14871778
"5","ANKH-DT",14872332,14872713
"5","ANKHD1",140401814,140539856
"5","ANKHD1-DT",140370891,140401460
"5","ANKHD1-EIF4EBP3",140401908,140549569
"5","ANKRA2",73552190,73565667
"5","ANKRD31",75068275,75236911
"5","ANKRD33B",10564070,10657816
"5","ANKRD33B-AS1",10627260,10628225
"5","ANKRD34B",80556755,80570280
"5","ANKRD49P3",136857628,136858342
"5","ANKRD55",56099680,56233330
"5","ANXA2R",43039233,43043170
"5","ANXA2R-AS1",43041572,43064272
"5","ANXA2R-OT1",43013060,43067452
"5","ANXA6",151100706,151157815
"5","AP3B1",78000522,78294762
"5","AP3S1",115841592,115914081
"5","APBB3",140558268,140564781
"5","APC",112707518,112846239
"5","APOOP1",156924119,156924710
"5","ARAP3",141653401,141682230
"5","ARGFXP1",122675795,122676755
"5","ARHGAP26",142770377,143229011
"5","ARHGAP26-AS1",142859604,142868922
"5","ARHGAP26-IT1",143192500,143194166
"5","ARHGEF28",73626158,73941993
"5","ARHGEF37",149551947,149634968
"5","ARL10",176365487,176401865
"5","ARL14EPL",116032324,116060118
"5","ARL15",53883942,54310582
"5","ARL2BPP4",130529419,130529889
"5","ARL2BPP5",162761833,162762313
"5","ARL2BPP6",175290731,175291252
"5","ARPC1AP3",74798994,74800100
"5","ARPP19P1",180982273,180982611
"5","ARRDC3",91368631,91383317
"5","ARRDC3-AS1",91380349,91616105
"5","ARSB",78777209,78986087
"5","ARSI",150296343,150339307
"5","ARSK",95555101,95605102
"5","ASS1P10",145228811,145230054
"5","ASS1P9",53859166,53860401
"5","ATG10",81972023,82276857
"5","ATG10-AS1",82073055,82073702
"5","ATG10-IT1",81991995,81992481
"5","ATG12",115828200,115841837
"5","ATOX1",151742316,151772532
"5","ATOX1-AS1",151753992,151767247
"5","ATP10B",160563120,160852214
"5","ATP6AP1L",82279462,82386977
"5","ATP6V0E1",172983771,173035445
"5","ATP6V0E1P1",132948493,132948718
"5","ATP6V1G1P5",151319422,151319776
"5","ATP6V1G1P6",78222184,78222517
"5","ATPSCKMT",10225507,10249897
"5","B3GNTL1P1",52889666,52889954
"5","B4GALT7",177600132,177610330
"5","BASP1",17065598,17276843
"5","BASP1-AS1",17089296,17217047
"5","BCL9P1",67636382,67638942
"5","BCLAF1P1",110948029,110950780
"5","BDP1",71455651,71567820
"5","BHMT",79111809,79132288
"5","BHMT2",79069767,79090069
"5","BIN2P2",75910565,75911867
"5","BNIP1",173144442,173164387
"5","BOD1",173607145,173616659
"5","BOLA3P3",126663337,126663568
"5","BRCC3P1",176308063,176309013
"5","BRD8",138139770,138178953
"5","BRD9",850291,892801
"5","BRD9P2",767382,768930
"5","BRIX1",34915677,34925996
"5","BTF3",73498408,73505667
"5","BTF3-DT",73497549,73498386
"5","BTG4P1",24786842,24787024
"5","BTNL3",180988846,181006727
"5","BTNL8",180899077,180950906
"5","BTNL9",181040225,181061521
"5","C12orf29P1",57120796,57122624
"5","C1GALT1P2",56192530,56193633
"5","C1QTNF2",160347754,160370641
"5","C1QTNF3",34017858,34043213
"5","C1QTNF3-AMACR",33987174,34124528
"5","C5orf15",133955510,133968674
"5","C5orf22",31532287,31555053
"5","C5orf24",134845680,134859735
"5","C5orf34",43486709,43515148
"5","C5orf34-AS1",43511058,43521811
"5","C5orf46",147880726,147906538
"5","C5orf47",173973779,174006140
"5","C5orf52",157671533,157680158
"5","C5orf58",170229104,170252575
"5","C5orf60",179641544,179645046
"5","C5orf63",127045235,127073506
"5","C5orf64",61610424,61793401
"5","C5orf64-AS1",61732774,61735715
"5","C5orf67",56511567,56606232
"5","C6",41142116,41261438
"5","C7",40909492,41020216
"5","C9",39284140,39371324
"5","CAB39P1",60630514,60630973
"5","CAMK2A",150219491,150290093
"5","CAMK4",111223653,111494886
"5","CAMLG",134738495,134752157
"5","CANX",179678628,179731641
"5","CAPSL",35904288,35938779
"5","CAPSL-DT",35938822,35939993
"5","CARD6",40841308,40860175
"5","CARMN",149406689,149432835
"5","CARTPT",71719275,71721048
"5","CAST",96525267,96779595
"5","CATSPER3",134967907,135011696
"5","CBX3P3",112777630,112778161
